person,count,pgpid
yosef b. tobiah ha-haver,3,3226
amin al-mulk,3,3226
moshe b. ya'qub,3,947
yeshua b. shabbetay,3,3227
elazar b. halfon,3,3227
benjamin b. yaqob,3,3228
al-faraj,3,3228
sela b. moshe,3,953
david hallewi,3,956
rabbi nahum,3,958
aharon b. yeshua ibn al-ammani,3,3235
simon qayara,3,3235
sar ha-eda b. yishaq,3,959
menashe abu al-qata`if,3,963
qal'at ja'bar,3,3242
shelomo b. hayyim,3,3243
amram b. yitzhak,3,9148
yosef b. ma'la,3,3246
nethanel abu sa'id b. sadaqa,3,3246
mevorak nagid,3,967
salama b. jaysh,3,968
mubarak b. azarya,3,3247
yehezkiah b. shelomo ',3,3249
aharon b.,3,3251
moshe ha-sofer,3,971
innahu,3,5888
sham,3,5888
hayyim b. eli ha-kohen,3,3253
hason b. yitzhak al-khavlani,3,5889
bushr,3,7997
i am the fourth,3,3254
eli b. natan,3,3255
hazzan,3,3255
khalluf b. zakariyya,3,980
keter malkhut,3,3262
shemuel b. daniel b. azarya,3,3264
shela b. mevasser b. nahum,3,3266
musa b. ya'akov,3,986
yahya b. ismail,3,3267
astur bihi nafs,3,3270
suhayl,3,988
khulayl,3,988
sa'id b. munajja,3,3273
moshe b. ya'aqov al-misri,3,3275
yusuf b. dawud b. sha'ya,3,3275
ashmun al-rumman,3,3276
ashmum,3,3276
shelomon b. eliyyahu,3,8006
kohen b. moshe,3,3278
rafi al-hariri,3,3282
moses b. me`ir,3,16124
saadya b. avraham b. sasson,3,3283
ha-kohen b. yosef,3,3284
toviyya ha-kohen b. eli ha-kohen,3,3285
me'ulle b. shelomo ha-kohen,3,3285
al-mara,3,3285
mubarak b. natan,3,3289
mubarak b. ibrahim,3,3289
rabbi nissim b. shela,3,3290
tiqva b. yeshua,3,3291
razin al-dawla,3,9120
toviyya b. eli ha-kohen,3,3293
natan b. al-meshorer,3,3293
abd al-karim kashani,3,3297
mubarak b. hanina,3,3300
rabbi pinhas,3,3304
hayya al-kohen b. yeshua ha-kohen,3,998
iqrar,3,1001
al-asad b. abu al-faraj al-sayrafi,3,1004
mirs,3,1004
al-muwaffaq,3,1004
ezekiel ii,3,1010
yehuda b. shabat,3,1013
ula halevi b. yosef,3,1013
avraham b. shemuel ha-shlishi,3,1016
tal u-matar,3,3309
ya'aqov b. ishaq,3,3311
gaon sar shalom ha-levi,3,1020
yefet ha-qatzar,3,1020
al-nusayr b. al-hakim,3,3314
yefet b. yehoshua',3,3314
alias al-makin b. abu al-majd,3,3314
al-ma'mun,3,3315
al-qazzaz,3,3315
meagre,3,8016
'awad b. hanan`el,3,1022
'ovadya b. benayahu,3,3317
al-malik al-adil b. al-salar,3,3320
r. shelomo ha-sofer,3,8019
dona soro,3,8019
shelomo ha-rofe,3,8019
reina,3,8019
siba al-faqusi,3,3323
ner ha-ma'aravi,3,8020
yeshua b. zakariyya,3,3327
poitiers,3,1025
korasi,3,1025
shemuel b. moshe b. shemuel,3,1025
gentiana,3,1025
havdala,3,1025
al-ghurba,3,3329
zad bi jiddan,3,3329
qita' balgham dam,3,3329
al-alam al-shadid,3,3329
yishaq simha,3,3335
yeshu'a qadub,3,29188
ismail allaui al-andalusi,3,1032
yusuf b. ibrahim al-iskandarani,3,1034
futuh b. 'azun,3,1034
vpKHd hdrkym,3,5895
r. khalfah al-hazzan,3,1037
qifti,3,1037
the topography,3,1037
alzabag b. abu saad,3,1039
al-ghazali,3,1040
al-mevorakh,3,1042
utz,3,1043
makin al-dawla,3,1044
r. yeshua ha-dayyan,3,1048
khalaf b. barakat b. al-dayyan,3,1055
zekharya ha-levi b. moshe,3,1056
yitzhak ha-levi,3,1056
eli ha-haver ha-me'ulle,3,1063
hayyim b. immanuel,3,3349
musa b. ya'qub al-misri,3,3350
yusuf b. da'ud b. sha'ya,3,3350
yosef b. moshe al-tahirti,3,3352
mevorakh b. seadia,3,5896
yehoshua' b. shemu`el,3,1066
muhammed ibn,3,18858
raphael the dragoman,3,18858
joseph pvgy,3,18858
jacob hazzan,3,18858
benayahu b. musa,3,5283
avraham al-deri,3,5283
al-raqqa,3,3353
dosa b. yehoshua' ladiqi,3,3353
tatai,3,3354
shemuel ha-levi b. eli,3,3355
yishaq b. shemuel the spaniard,3,3356
ya'ish b. sahl,3,3357
haggai hasid,3,3357
yesu'a ha-kohen b. joseph,3,8029
joseph qorqos,3,17037
jacob galican,3,17037
jacob hami,3,17037
abraham leon,3,17038
joseph karo,3,17042
jacob villarreal,3,17042
isaac alashqar,3,17042
isaac ezmeralda,3,17043
ya'aqov b. nissim ibn shahin,3,3372
hayyim b. ammar b. madini,3,1070
arsuf,3,5898
toviya b. 'eli ha-kohen,3,3374
al-ahwaz,3,3376
asyut,3,3378
joseph sa'adya,3,16125
esther the sister,3,16125
moses reuben,3,16125
shelomo b. ezra,3,16125
abraham palieche,3,17044
i. e. cairo,3,17044
saber komo esto,3,17044
ke por korer,3,17044
kiera el shem,3,17044
vos por vuestra parte,3,17044
y yo por la mia,3,17044
hermano r. ishaq,3,17044
mas ke eskrivirvos,3,17044
de tomar,3,17044
algun hombre nekhbad,3,17044
lo ke avreis menester,3,17044
abasara vuestra hermana,3,17044
sahlan b. ibrahim,3,1073
gaon daniel b. azarya,3,1073
ya'aqov b. nahum b. hakhmon,3,5900
tariq,3,3379
ifriqiyya,3,3379
murabiti,3,3379
yehuda b. musa b. sighmar,3,3387
rabbi yosef ashkenazi,3,3388
mahfuz b. allun,3,3390
shemuel b. [...,3,8042
toviyya ha-kohen b. eli ha-meulle,3,3399
yishaq b. simha ha-levi,3,3400
the rosh kalla,3,8041
musa] b. abi l-hayy,3,8041
al-bari yarhamahu,3,8041
khalaf b. 'azrun,3,8041
efrayim b. ishaq b. al-zulafi,3,3403
moshe b. shemarya,3,8043
khidmat al-salatin,3,8043
yehezqel the alexandrian,3,8043
erez yisra'el,3,8044
abu'l-muna',3,4571
labrat b. yitzhak,3,5905
yosef b. danash,3,5905
nissim b. yitzhak b. alsahl,3,5905
avraham b. barukh,3,5905
musa b. ishaq b. nissim al-'abid,3,5906
avraham b. da`ud al-rahbi,3,5906
yosef b. farah b. avraham alfasi,3,5907
yosef al-ghazzal,3,1095
musa b. ishaq ha-safakusi,3,5910
bayan b. hiashiash,3,1097
matalla,3,1097
aaron kohen,3,1097
e - sitt al-sada bt,3,1097
said al-ahl b. nahiuan,3,1097
benha sa'adya b. efrayim b. hudhaifa,3,1099
shemuel b. seadya ha-levi,3,1099
sada,3,1101
ishaq b. sasson,3,1101
musa b. abu al-bayan,3,1108
baha b. abu al-hasan,3,1108
moshe ibn al-maqdisi,3,1109
akramiyya,3,1110
al-mawarith,3,1113
yosef b. hassan al-madawi,3,1114
khalaf b. abu al-hassan al-damsisi,3,1114
moshe b. shemuel nagid,3,1116
shelomo b. adaya,3,1117
avraham b. sa'adaya,3,1117
sa'adya b. judah,3,16794
natanel b. ravah,3,1121
badajoz,3,1128
joseph abu l,3,17048
hodesh tammuz,3,17048
mansur b. sahlan,3,5285
yom kippur,3,5285
husayn b. dawud b. sakan,3,1135
elhanan b. shemarya',3,1132
finkel jubilee volume,3,1132
dosa b. saadya gaon,3,1136
eli b. yehezqel's,3,1138
hasun b. yitzhak al-khavlani,3,5912
perry,3,8106
avraham halfon b. al-azakan,3,1139
sulayman b. ya'akov,3,1140
nafis,3,1140
david b. tosef,3,1140
mamluks,3,1140
emanuel b. yehiel,3,1141
sulayman ha-kohent b. efrayim,3,1141
joseph mann,3,1141
e. struss-ashtor,3,1141
muwaffaqa,3,18619
joseph b. 'ovadya,3,18619
joseph b. moses,3,18619
sedaqa b. m[oses,3,18619
musa b. isaac,3,18619
yeshu'a ben hanagid yosef,3,1147
abraham shami,3,16126
shelomo abu l-khayr b. sa'adya,3,16126
judah abu l-khayr,3,16126
elijah b. david KHbryyh,3,16126
aaron b. shelomo yeshu,3,16126
pinhas b. moses,3,16127
janah,3,16127
yom tov b.,3,16127
moses zussman,3,16128
abraham levi b. moses,3,16128
badusa,3,16129
abraham aripol,3,16130
joseph b. me`ir somekh,3,16130
yom tov mitrani,3,16130
r. besalel ashkenazi,3,16130
jacob bonsenior,3,16131
nissim b. mordekhay sevili,3,16131
abraham b. moses levi,3,16131
rahma,3,16131
jacob arubas,3,16132
joseph kondiote,3,16132
me`ir b. shelomo qala'i,3,16132
moshe hakim,3,16133
aharon b. abu al-rida`,3,1153
labwa,3,1153
radi,3,1153
yeshu'a hakohen b. yehuda ha-kohen,3,1155
hasar,3,1155
banha elasal,3,1155
aaron b. re[uben,3,16134
abraham mosseri,3,16135
isaac shunina,3,16135
joseph yonah,3,16135
moses mosseri,3,16135
jacob hanan b.,3,18620
joseph hanan,3,18620
kahla,3,18620
david jannah,3,18620
hakim b. elihu hakim,3,18620
suqar,3,18620
ephraim hakim,3,18620
eli b. yishaq ha-kohen,3,1161
mansur b. furayi,3,1169
nathaniel ha-levi,3,16137
lower egypt,3,1170
kara al-alon,3,1173
shelomo b. david b. shimon,3,1173
semah b. shamu`al,3,1173
shemu`el gaon,3,1178
manasseh ha-levi b. abraham b. aaron b. shu'ayb,3,16138
shemu`el b. isaac,3,16138
efrayim b. yaakov,3,1186
rabbenu shelomo,3,1187
avi al-fakhar,3,1189
halal b. halfon,3,1190
yeshua b. ali,3,1190
elazar b. ahuv,3,1191
emanti li-devarav,3,1193
zuhra bat joseph,3,1194
levi b. furqan,3,1194
raisa b. kathir,3,1196
shemu`el b. seadia ha-levi,3,1197
r. shlomo b. yehuda,3,1198
anushtekin al-dizbiri,3,1243
khudayyir,3,17049
daniel sheffield,3,17049
myrsh,3,17049
qysh,3,17049
bunyal,3,17049
qaitbey,3,17049
shemuel kohen,3,17049
grace masback's,3,17049
shemu`el b. surur,3,1204
"musa ""al-marhum""",3,5913
ezra b. yishmael b. ezra,3,1244
mevorakh b. elazar,3,1209
yitzhak b. shemu`el,3,1209
sulayman ibn al-ariq,3,1212
said b. muamar,3,1212
surur b. ya'aqov,3,1213
surura,3,1213
avraham b. shemuel,3,1215
qabes,3,7982
al-dayyan al-jalil,3,1221
menachem b. shelomo,3,1222
shemuel b. nisin,3,1222
yeshua b. mevasser,3,1223
sahl b. musa,3,1225
yosef b. yehoshua',3,1225
ghaba'in,3,1226
yeshu'a b. sa'id,3,1228
yehizkiyahu,3,5915
yehudah gatenio,3,17050
abraham crispin,3,17050
isaac de quriel,3,17050
palonba,3,17050
abraham svrg,3,17052
jehiel sarfati,3,1233
rahla na'mis,3,17053
shemuel b. avtalyon,3,1234
madkhul al-dhihn,3,1236
idh la yamlik min nafsihi shay',3,1236
ibrahim b. fadanj,3,1236
yahya b. musa,3,1237
yusuf ben banuqa,3,1237
avraham b. mazhir,3,1238
gaon shemuel b. eli,3,1239
salim b. harun,3,1240
yosef b. manasse,3,1242
levi b. shelomo,3,18692
abraham b. me`ir,3,18692
efrayim b. halfon ibn al-zaffan,3,3413
semah b. david,3,1704
ha-kohen b. shemuel,3,1704
moshe b. avraham b. khalifa,3,3414
aziza b. shelomo,3,3415
moshe b. job,3,3418
yosef al-bali,3,3418
zakkar b. ',3,3419
nisi b. shemuel,3,3420
avraham b. hujayj,3,3421
al-bana,3,3422
melig,3,1707
abramson,3,1707
yosef b. josiah b. al-dhahabi,3,3423
khalaf b. ',3,3423
moshe b. shahariyar,3,3424
khalaf b. aharon,3,1710
jacob b. abraham b. 'allan,3,16140
abraham b. ezekiel,3,16140
halfon b. nissim,3,7425
yesu'a b. manasseh ha-levi,3,7425
yesu'a b. avraham,3,1711
shemuel b. khalaf,3,3426
saadya b. efrayim,3,3426
ma intaha ilayhi halak,3,3427
"khalluf b. musa ""goldsmith",3,3427
hamawi,3,3427
avraham b. mevorakh al-maqdisi,3,3430
nissim b. yizhaq al-tahirti,3,1713
salama ha-levi b. salman,3,3433
zekharya b. othniel,3,3434
farha,3,3434
gil reads al-daw',3,3435
al-su',3,3435
hassun b. musa,3,3435
ishaq b. bar[hun,3,3435
yosef b. eli al-kohen,3,3435
zakkar,3,3435
nissim b. moshe ha-shelishi,3,3435
shemuel b. ezra,3,1749
zayn sitt al-dar,3,3437
yishaq b. sedaq,3,3438
yeshua b. sa'dal,3,3438
elazar b. yefet,3,3443
yosef ha-levi al-dimashqi,3,3445
shemuel b. ishaq,3,3449
avraham al-tahirti,3,4574
sa'adya b. siman tov,3,1717
azarya b. benjamin,3,3453
khulla bt,3,7457
shelomo b. isaac,3,18583
jahun,3,16141
ishaq al-fasi,3,3457
jacob b. abraham,3,16142
kherem ha-yishuv,3,1720
al-harbi,3,3469
petahya b.,3,1723
g. weiss,3,1723
moshe b. ',3,3470
za'im al-mulk,3,3470
al-ramla,3,3470
ma'mun al-dawla,3,3470
yemenite jewry,3,3472
joseph b. isma'il,3,17056
menasseh nin shemaiah,3,1726
khurasani,3,18710
al-haruni,3,3479
ali hassun b. musallam b. al-hirbish,3,3479
farah ha-kohen,3,17058
al-shaykh muwaffaq,3,3483
sa'id b. al-katib,3,3483
yehoshua b. al-ghariq,3,3483
talha b. tahir,3,5917
khurasan,3,5917
eres yisra`el,3,5917
ju'l,3,3488
zadok,3,4452
maghrebi moshe b. khalifa,3,4452
umar al-levi b. al-baghdadi,3,4452
r. simha ha-kohen,3,4452
mar shabbetai ravilon,3,3489
mar yaqub,3,3489
mar haggai,3,3489
meir b. al-hamadani,3,3490
nuskha li-l-khayalat,3,3490
r. natanel b. shemuel,3,1730
shemuel b. yehuda ha-bavli,3,1733
berakhot ha-khaver,3,1733
greeks,3,1733
thebes,3,1733
-melammed b. al-ammani,3,5286
r. sadoq,3,5286
reeleth thereby,3,5286
elegant judaeo-arabic,3,7479
tahir b. mahfuz,3,7481
r. el'azar,3,7481
athanasius of,3,29376
lewis,3,29376
levi b. tiqva ha-levi,3,7486
yisra'el b. natan,3,5918
elhanan b. isma'il al-tahirti,3,5918
aharon b. efr[ayim,3,7488
mevorakh b. shemuel,3,7488
jacob bagilyer,3,17059
r. isaac,3,7489
yeshu'a b. shababo,3,29323
francesca,3,30314
hanina,3,7491
yahya b. zechariya ha-shofet,3,4084
baqi al-hamati,3,4084
sulayman al-qutaita,3,4084
gamliel b. joshia,3,4084
joseph b.] el'azar,3,17062
rina bat joseph,3,16800
maymun b. jacob,3,16800
falfala,3,16800
sahlan b. abraham b. sunbat,3,16800
ephraim b. sadoq,3,16800
ephraim b. 'eli,3,16800
el'azar ha,3,16800
ephraim b. habib,3,16800
abraham b. sa'id kohen,3,16800
yahya ha-levi b. abraham,3,16800
moses b. semah ha-kohen,3,16800
aaron ha-kohen b. sar shalom,3,16800
sa al hajar,3,1742
raphael b. [,3,17063
r. isaiah,3,1744
ephraim b. meshullam,3,1745
yeshayahu ha-levi,3,1745
nathan b. jacob b. sha'bon,3,16143
joseph b. hassan,3,16143
elazar b. shemarya,3,4090
yoshua b. natan al-andalusi,3,3495
sutayt b. yair,3,4091
david b. abraham maimonides,3,18646
yehuda b. chaim,3,3498
sulayman b. mahfuz,3,3507
mufarrij b. ya'ish,3,3507
meshorer b. semah,3,3509
ammar b. makhluf,3,3525
salim al-halabi,3,3512
raymond p. scheindlin,3,3513
rabbi shemarya ',3,3515
meir b. hillel b. zadok,3,3515
yisrael b. daniel,3,1750
kalaf b. avraham,3,1750
al-sheikh abu 'ali yefet b. david,3,3520
mordechai b. na'im,3,16144
abraham noah,3,16144
magnificent hebrew,3,3521
isaac b. david,3,1751
sa'adya b. solomon,3,1751
banina,3,1751
menashe b. david al-madini,3,5920
sadoq b. namir,3,1752
raymond iii,3,1752
ahve,3,1752
nachlass,3,1752
muluk,3,3527
avraham b. fayyumi,3,5533
eli b. yefet,3,1754
bar 'adi,3,1754
kohen b. gulayb,3,1754
gulayb,3,1754
elkhanan,3,1754
natan b. mevorakh,3,4453
ghalib b. halfon al-zayyat,3,3528
barra,3,3528
sibyan al-yahud,3,3530
barakat b. abu al-hasan,3,3532
joseph b. joyya,3,17064
abraham monson,3,17064
judah aseo,3,17064
abraham del bedere,3,17064
abraham sagri,3,17064
abraham mas'ud,3,18859
elijah saloniko,3,18859
moses b. josiah,3,8116
joseph b. josiah,3,8116
'ovadya b. tahor,3,16145
jesse b. shlomo,3,5923
shlomo b. ishai,3,5923
yoshiyahu b. ishai,3,5923
kohen nafis al-davla,3,5923
a jerusalemite karaite,3,4457
benjamin b. yosef,3,4457
avraham b. shelomo ha-paqid,3,1761
abraham b. david b. sigmar,3,17067
jacob b. 'amram,3,17067
sedaqa b. menakhem,3,1762
yishaq b. giyat,3,5534
elazar kohen,3,3535
nethanel ha-levi b. halfon,3,1764
vmr recto,3,1765
isaac israeli's,3,1766
elhanan b. semarya,3,1768
samuel ha-kohen,3,1768
ephraim b. mansur b. furat,3,18621
yefet ha-kohen b. joseph,3,16146
yefet b. judah,3,16146
the king of kish,3,5467
joseph b. berekhya,3,17069
joseph ibn 'awkal,3,17069
abraham b. shaul,3,17069
nathan av bet din,3,17069
statute,3,1772
shelah b. nahoum,3,1773
hanina b. mansur b. 'ubayd,3,17071
yishaq b. benbenisti,3,1775
meqorot u-mehqarim,3,30059
masliah b. eliyahu,3,5926
'abd al-hamid,3,20092
yoshe'a b. natan al-andalusi,3,5927
yeshua b. natan,3,3542
levi ha-levi b. abraham,3,18647
joseph b. el'azar,3,31315
agunah,3,1779
'afif b. ezra,3,1781
shemuel b. yequtiel al-amshati,3,1781
r. perez,3,1781
hodaya b. yishai,3,1782
hodaya,3,1782
nasi daniel b. azarya,3,1783
asaf,3,1783
responsa geonica,3,1783
r. levi b. habib,3,20097
eliyyahu b. 'abd al-waliyy melammed,3,20097
r. fuhayd,3,20097
barabak,3,20097
'abd al-kafi b. sulayman ha-hazzan,3,20097
yosef b. david moreno,3,20097
rivka,3,20097
shemuel ha-levi b. shelomo ha-levi,3,20097
shemuel kalah,3,20097
rivka bt,3,20097
ovadya kohen,3,20097
levi b. hakim,3,20097
david b. dani`el,3,1784
musfir b. shemuel,3,1784
vmr cf,3,1784
ha-hazan b. david ha-hazzan,3,20099
shemuel b. shemuel b. shekhanya,3,20099
kohen b. natan,3,20099
avraham b. se'adya,3,20099
yizhaq b. abu l-husayn,3,20100
masliah ga'on,3,20101
natan b. shelomo ha,3,20101
moshe b. binyamin ha-sefaradi,3,20101
nabila,3,7549
fahda,3,7549
rida ha-kohen,3,1787
sadaya,3,1787
rida,3,1787
beisan,3,1787
(beit shean,3,1787
r. elazar ha-dayan,3,3548
nasi shelomo b. yishai,3,3548
ya'aqov der'i,3,3549
mevaser,3,4460
zabga b. yehoshua ha-haver,3,4460
david b. hasdai,3,1790
manasseh b. halfon,3,16148
yefet b. ',3,3551
amram al-jazifini,3,3551
yosef b. ya'aqov ',3,3551
sedaqa b. meshullam,3,16149
joseph b. sedaqa,3,16149
parnas b. ya'ish,3,16149
saadya b. yeshua,3,3552
yeshua ha-levi b. avraham,3,3553
eli ha-kohen b. ya'ish,3,3553
yefet b. toviah ha,3,3553
mikhal,3,18648
joseph b. ayyub ha-levi,3,18648
bt yevamot,3,29325
maymun b. yaakov,3,5930
avraham b. al-labdi,3,5930
avi musa,3,5931
elijah b. shabbetay,3,17072
s. reif,3,3554
r. elhanan b. shemarya,3,1795
r. hai,3,1795
yefet b. toviah,3,3555
shemuel ha-sefaradi,3,3555
`yynvs,3,20104
dona hora buena,3,20104
barukh shabib,3,20104
r. azarya zeevi,3,20105
r. yizhaq castro,3,20105
ya'aqov ya'ish,3,20105
yisrael binyamin zeevi,3,20105
zerahya gota,3,20105
yizhaq baso,3,20105
eliyya ovadya,3,20105
azarya b. vilisad,3,20105
zeevi,3,20105
shemuel ibn sid,3,20105
shaykh muhammad ibn farukh,3,20105
horvot yerushalayim,3,20105
azarya zeevi,3,20105
avraham yachini,3,20105
r. azarya,3,20105
r. ya'aqov castro,3,20105
lowenthaler,3,20105
zecchinos,3,20105
sultan al-muayyad shaykh,3,20105
n b. sedaqa,3,20106
barhun b. ishaq tahirti,3,1796
kohen b. yeshu'a,3,20108
shemuel b. yizhaq,3,20108
levi b. shela,3,20108
levi b. halfon,3,20108
yosha b. natan,3,3556
masliah b. eliah,3,3556
yoshua b. natan,3,2945
yeshua abu al-fadl b.,3,3557
david b. daniel b. azarya,3,3559
rnl evr-arab,3,30823
talmud gittin,3,30823
ha-rav ha-ros,3,1799
burayk,3,1799
he-haver,3,1799
solomon ha-levi b. david,3,1799
aaron b. moses,3,1799
galib b. wahib,3,1799
joshua b. [,3,1799
samuel b. jacob,3,1799
yisrael b. yosef januni,3,1800
manasseh b. david,3,1800
shemuel b. hofni's,3,5292
yehuda b. elazar,3,3562
malikha,3,1801
yesu'a b. joseph b. rason tinnisi,3,7570
solomon b. zechariah,3,7570
yesu'a,3,7570
khalaf b. yizhaq,3,9067
mikhala,3,9067
mubarak al-maliqi,3,9067
nezer,3,9067
qadi al-hukm,3,3564
marid bi-marad shadid,3,3564
bihi yaraqan,3,3564
daniel bavli b. saadia,3,1803
yoshiyyahu b. yishai,3,1803
yitzkhak,3,1803
mentions meir,3,1803
kalev ha-kohen,3,1803
david b. yitzkhak ha-nasi,3,1804
'azarya b. zemah,3,1805
hayyim khalaf b. ya'aqov ha-sefaradi,3,5934
hayyim b. ya'aqov,3,5934
shemu`el b. [,3,5934
el,3,5934
pappos,3,5934
jacob the hebronite b. isaac b. david,3,17076
bab al-mandab,3,5538
sadoq b. josiah,3,1809
yosef ha-shofet b. avraham,3,1809
r. yosef al-baghdadi,3,3567
al-malik al-amjad,3,1811
salama al-shiraghi,3,3569
avtaliyon,3,4578
hushi`el,3,17077
joseph b. berakhya,3,17077
madmun b. david:,3,5459
joseph the av,3,17078
shelomo b. moses b. shelomo,3,16150
ya'ish ha-kohen b. abraham b. ya'ish,3,16150
hiba b. aaron,3,16150
joseph b. benjamin,3,16150
mirbat,3,5358
sharira,3,5935
avraham b. sabbatai,3,1812
al-sitt al-fadila,3,3577
al-muharram,3,4579
jarden,3,3584
hashira,3,3584
ali yefet,3,3588
moshe b. shemuel,3,3588
saadya b. mevorakh,3,3590
menahem b. shemuel,3,3594
yefet b. nethanel,3,3604
da`ud b. sigmar,3,17083
abraham aleman,3,17085
abraham sanji,3,17085
hibbur yafe,3,17086
shraga abramson's,3,17086
haver ephraim,3,16153
yefet b. elijah,3,17091
arye,3,17092
abraham b. shemu`el,3,16158
david b. abraham,3,16159
hillel b. nathan,3,16161
nathaniel b. tamim,3,16162
sa'id b. joseph,3,16162
nathan ha-kohen b. shelomo,3,16162
ephraim b. joseph,3,16162
shemarya b. david,3,5439
annahu yatahammal al-madad,3,3608
el'azar kondiote,3,16165
shabbetay 'adda,3,16165
ezekiel hefes,3,16165
david b. el'azar kondiote,3,16165
yeshua ha-haver b. zabaga,3,1817
shemuel b. nagrela,3,3627
n. golb,3,3629
yizhaq ha-rav,3,3632
ser mishael,3,3635
nahrir b. mawhub,3,3637
saadya b. khalaf,3,3638
lAvn,3,17093
h`bd hn`lb yvsp,3,18894
hiba b. abu,3,17095
mansur b. abraham,3,17099
'atiyya b. salman,3,17099
ephraim b. isaiah,3,29080
vmn hKHmvd SHlnv,3,29080
el'azar b. [,3,17102
hvA kbvd,3,17102
nasi shelomo b. jesse,3,17103
melammed b. aharon ha-rofe,3,1821
menashe qata`if,3,17105
jacob ha-sar,3,29040
jacob b. rahamim al-misrati,3,17108
jacob b. sa'da,3,17108
sa'dat,3,17108
shabbat ba-midbar,3,17119
Alsdr,3,17121
kuhl ifranji,3,29113
al-muhsin,3,29142
makhluf b. 'awad,3,17133
sedaqa b. 'awad,3,17133
hassan,3,17133
rabbi hananel,3,3647
joseph b. hasan,3,16169
galib b. halfon,3,18098
david nasi b. hizqiyyahu,3,1824
joseph ha-sar,3,17162
shoresh,3,17162
joseph costimos,3,17162
abi salim,3,17167
yahya b. ephraim,3,17167
mu`ammala,3,16152
bahlul b. isaac ha-kohen,3,16152
isaac b. elijah ha-kohen,3,16152
sa'adya b. joseph,3,16152
abraham b. isaac,3,16152
manasseh b. mahub,3,16152
'akko,3,16152
shelomo b. se'adya al-suri,3,20126
el'azar b. avraham,3,20126
evyatar gaon ang,3,4506
al-madhhab al-rabbaniyya,3,9485
ha-kohen b. yehuda b. se'adya,3,7086
muhadhdhab b. shemuel,3,7086
berakot ha-levi b. judah,3,1826
judah ha-kohen b. yefet,3,18653
harun b. judah,3,18653
isaac b. sed[aqa,3,18653
barhun tahirti,3,1827
ma'aruf b. judah,3,16765
manasseh b. judah,3,16765
hiam b. ya'aqov ha-sfaradi,3,5987
moshe b. eliya,3,5987
abraham b. yeshu'a,3,16180
